date,budgetYear,description,amountUSD,srcOrganization,srcOrganizationTypes,srcLocations,srcUsageYearStart,srcUsageYearEnd,destPlan,destPlanCode,destPlanId,destOrganization,destOrganizationTypes,destGlobalClusters,destLocations,destProject,destProjectCode,destEmergency,destUsageYearStart,destUsageYearEnd,contributionType,flowType,method,boundary,onBoundary,status,firstReportedDate,decisionDate,keywords,originalAmount,originalCurrency,exchangeRate,id,refCode,createdAt,updatedAt
#date,#date+year+budget,#description+notes,#value+funding+total+usd,#org+name+funder,#org+type+funder+list,#country+iso3+funder+list,#date+year+start+funder,#date+year+end+funder,#activity+appeal+name,#activity+appeal+id+external,#activity+appeal+id+fts_internal,#org+name+impl,#org+type+impl+list,#sector+cluster+name+list,#country+iso3+impl+list,#activity+project+name,#activity+project+code,#crisis+name,#date+year+start+impl,#date+year+end+impl,#financial+contribution+type,#financial+contribution+type,#financial+method,#financial+direction,#financial+direction+type,#status+text,#date+reported,#date+decision,#description+keywords,#value+funding+total,#value+funding+total+currency,#financial+fx,#activity+id+fts_internal,#activity+code,#date+created,#date+updated
2025-10-21,2025,Gaza Crisis - 2025,1425517,"Canada, Government of",Governments,CAN,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,CARE Canada,NGOs,,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-10-21,2025-10-21,,2000000,CAD,1.403,364910,P015875,2025-10-21,2025-10-21
2025-10-21,2025,Gaza Crisis - 2025,1425517,"Canada, Government of",Governments,CAN,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,MA’AN Development Center,NGOs,,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-10-21,2025-10-21,,2000000,CAD,1.403,364911,P015876,2025-10-21,2025-10-21
2025-10-21,2025,Gaza Crisis - 2025,1069138,"Canada, Government of",Governments,CAN,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Union of Medical Care and Relief Organizations,NGOs,Health,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-10-21,2025-10-21,,1500000,CAD,1.403,364912,P015877,2025-10-21,2025-10-21
2025-10-21,2025,Gaza Crisis - 2025,1425517,"Canada, Government of",Governments,CAN,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Humanity & Inclusion Canada,NGOs,,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-10-21,2025-10-21,,2000000,CAD,1.403,364913,P015878,2025-10-21,2025-10-21
2025-10-21,2025,ICRC - International Committee of the Red Cross	No,2180233,"Canada, Government of",Governments,CAN,2025,2025,,,,International Committee of the Red Cross,Red Cross/Red Crescent Organizations,Multi-sector,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-10-21,2025-01-09,,3000000,CAD,1.376,364914,P015770,2025-10-21,2025-10-21
2025-10-21,2025,Assistance in response to crisis-affected people,1425517,"Canada, Government of",Governments,CAN,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,International Medical Corps UK,NGOs,Health,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-10-21,2025-10-21,,2000000,CAD,1.403,364915,P015879,2025-10-21,2025-10-21
2025-10-21,2025,Palestine: WASH Humanitarian Action for Children Appeal,0,"Australia, Government of",Governments,AUS,2025,2025,,,,United Nations Population Fund,Multilateral Organizations,,PSE,,,,2025,2025,financial,Parked,Traditional aid,incoming,single,paid,2025-10-21,2025-04-16,,0,AUD,1.612,364916,77337/25,2025-10-21,2025-10-21
2025-10-21,2025,"Supporting conflict-affected civilians, including: providing aid, for example cash assistance and essential supplies; supporting those that were captured/detained to the extent possible; supporting identification and dignified processes for those who have died; and advocating to prevent further violations of International Humanitarian Law.",3970880,"Australia, Government of",Governments,AUS,2025,2025,,,,International Committee of the Red Cross,Red Cross/Red Crescent Organizations,Multi-sector,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-10-21,2025-04-16,,6000000,AUD,1.511,364917,77339/9,2025-10-21,2025-10-21
2025-10-21,2025,Funding for medical equipment and supplies for an additional advanced field hospital in Gaza.,3142678,"Australia, Government of",Governments,AUS,2025,2025,,,,Jordan Hashemite Charity Organization,Private Organizations,Health,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-10-21,2025-06-04,,5000000,AUD,1.591,364919,81084,2025-10-21,2025-10-21
2025-10-21,2025,"Lifesaving assistance to conflict-affected civilians, primarily in Gaza, through the provision of food aid.",3771213,"Australia, Government of",Governments,AUS,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,World Food Programme,Multilateral Organizations,Food Security,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-10-21,2025-09-18,Gaza,6000000,AUD,1.591,364920,77335/25,2025-10-21,2025-10-21
2025-10-21,2025,"Supporting conflict-affected civilians, including: providing aid, for example cash assistance and essential supplies; supporting those that were captured/detained to the extent possible; supporting identification and dignified processes for those who have died; and advocating to prevent further violations of International Humanitarian Law.",3309067,"Australia, Government of",Governments,AUS,2025,2025,,,,International Committee of the Red Cross,Red Cross/Red Crescent Organizations,Multi-sector,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-10-21,2025-09-24,,5000000,AUD,1.511,364922,77339/9,2025-10-21,2025-10-21
2025-10-20,2025,"Health	Sustaining maternal and gynecological services in the Gaza Strip
----- AECID",404624,"Spain, Government of",Governments,ESP,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Al Awda Health and Community Association,NGOs,Health,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,pledge,2025-10-20,,AECID,350000,EUR,0.865,364891,Z03/25/01/15200,2025-10-20,2025-10-20
2025-10-20,2025,"Health	Urgent access to and improvement of health services and temporary shelter solutions for vulnerable populations affected by the armed conflict in Gaza and the West Bank
----- AECID",578035,"Spain, Government of",Governments,ESP,2025,2025,,,,Palestine Red Crescent Society,Red Cross/Red Crescent Organizations,Health,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,pledge,2025-10-20,,AECID,500000,EUR,0.865,364893,,2025-10-20,2025-10-20
2025-10-20,2025,Protection	Urgent humanitarian protection for vulnerable and internally displaced Palestinians in the West Bank and East Jerusalem,981182,"Spain, Government of",Governments,ESP,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Fundación Mundubat,NGOs,Protection,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,pledge,2025-10-20,,AECID,848722,EUR,0.865,364894,,2025-10-20,2025-10-20
2025-10-20,2025,Protection - Gender-Based Violence	Comprehensive protection and promotion of the rights of women and girls affected by sexual and gender-based violence in the context of the humanitarian emergency in the Gaza Strip,1079413,"Spain, Government of",Governments,ESP,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,"Fundación Alianza por Los Derechos, la Igualdad y  la Solidaridad Internacional",NGOs,Protection - Gender-Based Violence,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,pledge,2025-10-20,,AECID,933692,EUR,0.865,364895,,2025-10-20,2025-10-20
2025-10-20,2025,"contribution to humanitarian efforts in Gaza, delivered in close coordination with the UN-led 60-Day Plan with an urgent focus on care environments for Palestinian children and the huge psycho-social needs caused by the war.",6514658,Minderoo Foundation,Private Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,UN Agencies (Confidential),Multilateral Organizations,Protection - Child Protection,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,commitment,2025-10-20,2025-10-20,,10000000,AUD,1.535,364896,,2025-10-20,2025-10-20
2025-10-20,2025,Multi-sector	Emergency Action to address Gaza’s Crisis	Cash Transfer Programming (CTP),5854801,"Italy, Government of",Governments,ITA,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Children's Fund,Multilateral Organizations,Multipurpose Cash,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Cash transfer programming (CTP),incoming,single,paid,2025-10-20,2025-07-01,,5000000,EUR,0.854,364901,,2025-10-20,2025-10-20
2025-10-20,2025,Health	Emergency Action to address Gaza’s Crisis	Financial	Cash Transfer Programming (CTP),5854801,"Italy, Government of",Governments,ITA,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,World Health Organization,Multilateral Organizations,Health,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Cash transfer programming (CTP),incoming,single,paid,2025-10-20,2025-07-01,,5000000,EUR,0.854,364903,,2025-10-20,2025-10-20
2025-10-17,2025,AFAD-Türkiye	2025,344244,"Türkiye, Government of",Governments,TUR,2025,2025,,,,Egyptian Red Crescent Society,Red Cross/Red Crescent Organizations,Logistics,PSE,,,oPt Complex Emergency 2023-24,2025,2025,in kind,Standard,Traditional aid,incoming,single,paid,2025-10-17,2025-10-13,,,,,364776,AFAD-25-PS-06-LOG,2025-10-17,2025-10-17
2025-10-17,2025,AFAD-Türkiye	2025,2825811,"Türkiye, Government of",Governments,TUR,2025,2025,,,,Egyptian Red Crescent Society,Red Cross/Red Crescent Organizations,Food Security,PSE,,,oPt Complex Emergency 2023-24,2025,2025,in kind,Standard,Traditional aid,incoming,single,paid,2025-10-17,2025-10-13,,,,,364778,AFAD-25-PS-06-FOOD,2025-10-17,2025-10-17
2025-10-16,2025,Coordination and support services	Four Humanitarian airbridge to transport medical supplies in response to Gaza conflict,520000,Dubai Humanitarian,Governments,ARE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,World Health Organization,Multilateral Organizations,Health,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-10-16,2025-10-15,Gaza,1909960,AED,3.673,364602,IHC-2025-0002,2025-10-16,2025-10-16
2025-10-16,2025,Emergency food aid	Provision of food and livelihood expenses for the affected families from January to September 2025,365952900,"United Arab Emirates, Government of",Governments,ARE,2025,2025,,,,UAE Aid,Governments,Food Security,PSE,,,oPt Complex Emergency 2023-24,2025,2025,in kind,Standard,Traditional aid,incoming,single,paid,2025-10-16,,,1344145000,AED,3.673,364608,GOV-2025-0033,2025-10-16,2025-10-16
2025-10-16,2025,"Palestine	Gaza conflict (2023) Coordination and support services	Support provided for coordination and management of the UAE’s humanitarian response in Gaza, including staff salaries, administrative expenses, and operational support services from August to October 2025",12251565,"United Arab Emirates, Government of",Governments,ARE,2025,2025,,,,UAE Aid,Governments,Coordination and support services,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-10-16,2025-10-15,,45000000,AED,3.673,364609,GOV-2025-0025,2025-10-16,2025-10-16
2025-10-16,2025,Provision of Desalinated Water. Supplying safe drinking water through desalination plants and covering all related maintenance and operational costs to ensure continuous access to clean water from August to October 2025,1166816,"United Arab Emirates, Government of",Governments,ARE,2025,2025,,,,UAE Aid,Governments,Water Sanitation Hygiene,PSE,,,oPt Complex Emergency 2023-24,2025,2025,in kind,Standard,Traditional aid,incoming,single,paid,2025-10-16,2025-10-15,,4285714,AED,3.673,364610,GOV-2025-0026,2025-10-16,2025-10-16
2025-10-16,2025,"Interventions to improve water supply systems, sanitation facilities, and hygiene services to safeguard public health and prevent the spread of disease from August to October 2025",1050134,"United Arab Emirates, Government of",Governments,ARE,2025,2025,,,,UAE Aid,Governments,Water Sanitation Hygiene,PSE,,,oPt Complex Emergency 2023-24,2025,2025,in kind,Standard,Traditional aid,incoming,single,paid,2025-10-16,2025-10-15,,3857143,AED,3.673,364611,GOV-2025-0027,2025-10-16,2025-10-16
2025-10-16,2025,"Coordination and support services	Air and sea transportation of emergency relief supplies, including logistics and handling costs, to ensure timely delivery of assistance to Gaza from August to October 2025",8867800,"United Arab Emirates, Government of",Governments,ARE,2025,2025,,,,UAE Aid,Governments,Logistics,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-10-16,2025-10-15,,32571429,AED,3.673,364612,GOV-2025-0028,2025-10-16,2025-10-16
2025-10-16,2025,"Emergency health	Running Costs of the Floating Hospital. Operational expenses for the UAE’s floating hospital deployed to Gaza, including medical staff costs, fuel, equipment, and patient care services from August to October 2025",5250671,"United Arab Emirates, Government of",Governments,ARE,2025,2025,,,,UAE Aid,Governments,Health,PSE,,,oPt Complex Emergency 2023-24,2025,2025,in kind,Standard,Traditional aid,incoming,single,paid,2025-10-16,2025-10-15,,19285714,AED,3.673,364613,GOV-2025-0029,2025-10-16,2025-10-16
2025-10-16,2025,Distribution of Food Aid. Delivery of essential food packages to affected families to address urgent nutritional needs and support food security from August to October 2025,66508498,"United Arab Emirates, Government of",Governments,ARE,2025,2025,,,,UAE Aid,Governments,Food Security,PSE,,,oPt Complex Emergency 2023-24,2025,2025,in kind,Standard,Traditional aid,incoming,single,paid,2025-10-16,2025-10-15,,244285714,AED,3.673,364614,GOV-2025-0030,2025-10-16,2025-10-16
2025-10-16,2025,"Distribution of Medical Assistance and Supplies. Provision of medicines, medical equipment, and health supplies to hospitals, clinics, and affected populations from August to October 2025",5834079,"United Arab Emirates, Government of",Governments,ARE,2025,2025,,,,UAE Aid,Governments,Health,PSE,,,oPt Complex Emergency 2023-24,2025,2025,in kind,Standard,Traditional aid,incoming,single,paid,2025-10-16,2025-10-15,,21428571,AED,3.673,364615,GOV-2025-0031,2025-10-16,2025-10-16
2025-10-16,2025,"Emergency shelter and non-food items	Distribution of Non-Food Items and Shelter. Support for displaced families through the distribution of blankets, clothing, tents, and temporary shelter solutions from August to October 2025",3033721,"United Arab Emirates, Government of",Governments,ARE,2025,2025,,,,UAE Aid,Governments,Emergency Shelter and NFI,PSE,,,oPt Complex Emergency 2023-24,2025,2025,in kind,Standard,Traditional aid,incoming,single,paid,2025-10-16,2025-10-15,,11142857,AED,3.673,364616,GOV-2025-0032,2025-10-16,2025-10-16
2025-10-16,2025,provision of various relief items to Gaza	In-Kind,91478,"United Arab Emirates, Government of",Governments,ARE,2023,2023,,,,UAE Aid,Governments,Multi-sector,PSE,,,oPt Complex Emergency 2023-24,2025,2025,in kind,Standard,Traditional aid,incoming,single,paid,2025-10-16,2025-10-15,,336000,AED,3.673,364617,GOV-2025-0032,2025-10-16,2025-10-16
2025-10-16,2025,Emergency shelter and non-food items	provision of  tents and heat insulator to affected peole in Gaza,294952,"United Arab Emirates, Government of",Governments,ARE,2023,2023,,,,UAE Aid,Governments,Emergency Shelter and NFI,PSE,,,oPt Complex Emergency 2023-24,2025,2025,in kind,Standard,Traditional aid,incoming,single,paid,2025-10-16,2025-10-15,,1083360,AED,3.673,364618,UAE-2023-0226,2025-10-16,2025-10-16
2025-10-16,2025,provision of various relief items to Gaza	In-Kind,562490,"United Arab Emirates, Government of",Governments,ARE,2023,2023,,,,UAE Aid,Governments,Multi-sector,PSE,,,oPt Complex Emergency 2023-24,2025,2025,in kind,Standard,Traditional aid,incoming,single,paid,2025-10-16,2025-10-15,,2066027,AED,3.673,364619,UAE-2023-0227,2025-10-16,2025-10-16
2025-10-16,2025,Emergency intervention to support the crisis in Gaza,5733945,"Italy, Government of",Governments,ITA,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,World Health Organization,Multilateral Organizations,Health,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-10-09,2025-07-08,,5000000,EUR,0.872,364627,78820	IATI ID: XM-DAC-6-4-013325-01,2025-10-16,2025-10-16
2025-10-16,2025,Health	Life-saving activities,100000,"Iceland, Government of",Governments,ISL,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Palestinian Medical Relief Society,NGOs,Health,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-10-16,2025-05-06,,12894420,ISK,128.9442,364628,,2025-10-16,2025-10-16
2025-10-16,2025,Protection	Staff secondment	In Kind,212800,"Iceland, Government of",Governments,ISL,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Relief and Works Agency for Palestine Refugees in the Near East,Multilateral Organizations,Protection,PSE,,,oPt Complex Emergency 2023-24,2025,2025,in kind,Standard,Traditional aid,incoming,single,paid,2025-10-16,2025-03-27,,28310239,ISK,133.0368,364629,,2025-10-16,2025-10-16
2025-10-16,2025,WHO Operational Response and Early Recovery Plan for the oPt 2025,2512563,Swiss Development Cooperation/Swiss Humanitarian Aid,Governments,CHE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,World Health Organization,Multilateral Organizations,Health,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-10-09,2025-07-01,,2000000,CHF,0.796,364631,78794	Contract No:81085251,2025-10-16,2025-10-16
2025-10-16,2025,Unearmarked		Core Funding,1246517,"Iceland, Government of",Governments,ISL,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Relief and Works Agency for Palestine Refugees in the Near East,Multilateral Organizations,,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-10-16,2025-07-04,,150000000,ISK,120.3353,364632,,2025-10-16,2025-10-16
2025-10-16,2025,Unearmarked		Core Funding,787301,"Iceland, Government of",Governments,ISL,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Relief and Works Agency for Palestine Refugees in the Near East,Multilateral Organizations,,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-10-16,2025-10-01,,110000000,ISK,139.7178,364633,,2025-10-16,2025-10-16
2025-10-16,2025,Other	Family Reunification,45023,"Iceland, Government of",Governments,ISL,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,International Organization for Migration,Multilateral Organizations,Protection,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-10-16,2025-06-24,,6290563,ISK,139.7178,364635,,2025-10-16,2025-10-16
2025-10-16,2025,Other	Infrastructure development,400000,"Iceland, Government of",Governments,ISL,2025,2025,,,,World Bank,Multilateral Organizations,Early Recovery,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-10-16,2025-05-14,,52038920,ISK,130.0973,364637,,2025-10-16,2025-10-16
2025-10-16,2025,Protection	Women's rights,100000,"Iceland, Government of",Governments,ISL,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Women's Centre for Legal Aid and Counselling,NGOs,Protection - Gender-Based Violence,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-10-16,2025-05-16,,13099360,ISK,130.9936,364638,,2025-10-16,2025-10-16
2025-10-15,2024,Emergency response to cover lifesaving needs of the Gazan population during and following the October 2023 war,21373,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2024,2024,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Acción Contra el Hambre - Spain,NGOs,Water Sanitation Hygiene,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Cash transfer programming (CTP),incoming,single,commitment,2025-10-14,2024-04-26,,19920,EUR,0.932,350175,ECHO/PSE/BUD/2023/91003,2025-10-15,2025-10-15
2025-10-15,2024,Emergency response to cover lifesaving needs of the Gazan population during and following the October 2023 war,24839,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2024,2024,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Acción Contra el Hambre - Spain,NGOs,Coordination and support services,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,commitment,2025-10-14,2024-04-26,,23150,EUR,0.932,350178,ECHO/PSE/BUD/2023/91003,2025-10-15,2025-10-15
2025-10-15,2024,Emergency response to cover lifesaving needs of the Gazan population during and following the October 2023 war,1569918,European Commission's Humanitarian Aid and Civil Protection Department,Multilateral Organizations,,2024,2024,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,Acción Contra el Hambre - Spain,NGOs,Water Sanitation Hygiene,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,commitment,2025-10-14,2024-04-26,,1463164,EUR,0.932,350179,ECHO/PSE/BUD/2023/91003,2025-10-15,2025-10-15
2025-10-15,,Gaza Emergency Response (Staff Salaries & Procurement of Supplies) - WASH SOP,1487940,UNICEF National Committee/Australia,Private Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Children's Fund,Multilateral Organizations,Water Sanitation Hygiene,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-05-10,2025-08-11,,,,,364573,SM250315,2025-10-15,2025-10-15
2025-10-15,2025,Emergency support for Provision of Nutrition Supplies -Gaza Strip- State Pal,198501,UNICEF National Committee/Spain,Private Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Children's Fund,Multilateral Organizations,Nutrition,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-10-15,2025-09-15,,,,,364574,SM250304           SM250340,2025-10-15,2025-10-15
2025-10-15,2025,Enhancing Italian language skills among children with ECARO - Akelius	Education,3500000,UNICEF National Committee/Sweden,Private Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Children's Fund,Multilateral Organizations,Education,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Pass through,Traditional aid,incoming,single,paid,2025-10-15,2025-07-08,,33106500,SEK,9.459,364575,SM250118,2025-10-15,2025-10-15
2025-10-15,,Supplies from Government of France	Nutrition,13810,"France, Government of",Governments,FRA,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Children's Fund,Multilateral Organizations,Nutrition,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-05-10,2025-08-11,,,,,364576,KM250030,2025-10-15,2025-10-15
2025-10-15,,2022-2025 Humanitarian Action Thematic Pool - SoP - for HR GAZA	Cross-Sectoral (two or more outcome areas)	Various Donors,575248,UNICEF National Committee/France,Private Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Children's Fund,Multilateral Organizations,,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-05-10,2025-07-01,,,,,364577,KM250030,2025-10-15,2025-10-15
2025-10-15,,Palestine: Strengthening Water Supply Access in the Gaza Strip,11170000,"Netherlands, Government of",Governments,NLD,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Children's Fund,Multilateral Organizations,Water Sanitation Hygiene,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-05-10,2025-07-01,,,,,364579,SM240367	240001311,2025-10-15,2025-10-15
2025-10-15,,"Expanding Child protection, Nutrition and WASH services for the most vulnerable",4672897,"Netherlands, Government of",Governments,NLD,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Children's Fund,Multilateral Organizations,Protection - Child Protection,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-05-10,2025-09-01,,,,,364580,SM250327	250001471,2025-10-15,2025-10-15
2025-10-15,,State of Palestine HAC 2025	Cross-Sectoral (two or more outcome areas),1212856,"New Zealand, Government of",Governments,NZL,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Children's Fund,Multilateral Organizations,,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-05-10,2025-09-01,,,,,364581,SM250268	WPG-0105092 ACT-0104479,2025-10-15,2025-10-15
2025-10-15,2025,Humanitarian Action Thematic Pool - State of Palestine,185507,UNICEF National Committee/Mexico,Private Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Children's Fund,Multilateral Organizations,,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-10-15,2025-08-02,,,,,364582,SM2299300422,2025-10-15,2025-10-15
2025-10-15,,2022-2025 Humanitarian Action Thematic Pool - SoP - for HR GAZA,133158,UNICEF National Committee/Poland,Private Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Children's Fund,Multilateral Organizations,,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-05-10,2025-09-01,,,,,364583,SM2299300654,2025-10-15,2025-10-15
2025-10-15,,Integrated Humanitarian Response for Maternal and Child Health in Gaza	Health,11682243,"Italy, Government of",Governments,ITA,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Children's Fund,Multilateral Organizations,Health,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-10-15,,,10105140,EUR,0.865,364584,SM250299	XM-DAC-6-4-013326-01-0,2025-10-15,2025-10-15
2025-10-15,2025,"Integrated Humanitarian Response for Maternal and Child Health in Gaza	Health
Donation of children-s winter jackets",1100000,UNICEF National Committee/Korea (Republic of),Private Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Children's Fund,Multilateral Organizations,Emergency Shelter and NFI,PSE,,,oPt Complex Emergency 2023-24,2025,2025,in kind,Standard,Traditional aid,incoming,single,paid,2025-10-15,2025-09-03,,,,,364585,KM250023,2025-10-15,2025-10-17
2025-10-15,,Public Sector	Non-Thematic	Not multi-year,4380476,"Switzerland, Government of",Governments,CHE,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Children's Fund,Multilateral Organizations,,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-10-15,,,3500000,CHF,0.799,364586,"SM250261	81085250,7F-14001.01.01",2025-10-15,2025-10-15
2025-10-15,,Thematic Humanitarian Funds for Cross-Sectoral Activities - Online don. - SOP,3268,UNICEF National Committee/Greece,Private Organizations,,2025,2025,Escalation of Hostilities in the OPT Flash Appeal 2025,FPSE25,1273,United Nations Children's Fund,Multilateral Organizations,,PSE,,,oPt Complex Emergency 2023-24,2025,2025,financial,Standard,Traditional aid,incoming,single,paid,2025-10-09,2025-07-01,,,,,364590,SM2299300744,2025-10-15,2025-10-15
